1000,S;Empty
2000,S;For_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;25;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;4
86000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
87000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
88000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
89000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
90000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
91000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
92000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
93000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
94000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
95000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
96000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
97000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
98000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
99000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
100000,S;For_S;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Idle;S;S_S;S;S_S;S;C;Harvest;6;S;C;MoveToUnit;Enemy;Farthest;S;C;Train;Worker;Down;100
